Brand,Name,Description,Price,Product URL,Image,Discount Percentage,Discount Description,Discount Amount,Country,Currency,Scraped at
Peppa Pig,Oral Care Set,dárková sada (pro děti),285,https://www.notino.cz/peppa-pig/oral-care-set-darkova-sadapro-deti/,https://cdn.notinoimg.com/list_2k//peppa_pig/8029241136820_01__231120.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
iWhite,Supreme,bělicí zubní pasta 75 ml,223,https://www.notino.cz/iwhite/supreme-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//iwhite/5425012534674_01-o__210823.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Blend-a-med,3D White Cool Water,bělicí zubní pasta 75 ml,41,https://www.notino.cz/blend-a-med/3d-white-cool-water-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540793138_01-o__230221.jpg,20,s kódem mix20,8.2,Czechia,czk,2024-05-23 17:54:03.358655
Elgydium,Whitening,zubní pasta s bělicím účinkem 75 ml,110,https://www.notino.cz/elgydium/whitening-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//elgydium/elgwhtw_ktps10__150504.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elmex,Sensitive Professional Repair & Prevent,zubní pasta pro citlivé zuby,175,https://www.notino.cz/elmex/sensitive-professional-repair-prevent-zubni-pasta-pro-citlive-zuby-525836/,https://cdn.notinoimg.com/list_2k//elmex/8718951193765_01-o__190409.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Curasept,Daycare Protection Booster Herbal,gelová zubní pasta 75 ml,170,https://www.notino.cz/curasept/daycare-protection-booster-herbal-gelova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curasept/8056746073299_01-o__230511.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
White Glo,Diamond Series,sada pro bělení zubů,500,https://www.notino.cz/white-glo/diamond-series-sada-pro-beleni-zubu/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000790_01-o__210524.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Swissdent,4x4 Test The Best,sada zubní péče,305,https://www.notino.cz/swissdent/4x4-test-the-best-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190419_01-o__220829.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Sensitivity & Gum,zubní pasta pro citlivé zuby,109,https://www.notino.cz/sensodyne/sensitivity-gum-zubni-pasta-pro-citlive-zuby-577854/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563157904_01-o__240514.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Lavera,Kids,zubní pasta pro děti 75 ml,123,https://www.notino.cz/lavera/volume-strength-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//lavera/4021457629220_01-o__191002.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Ecodenta,Extra Fresh and Remineralising,remineralizační zubní pasta 75 ml,61,https://www.notino.cz/ecodenta/extra-fresh-and-remineralising-remineralizacni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001004913_01__220606.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
MEDIBLANC,KIDS Raspberry,dětská zubní pasta Rapsberry 50 ml,157,https://www.notino.cz/mediblanc/kids-rapsberry-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533123_01-o__220114.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max White Ultra Freshness Pearls,bělicí pasta 50 ml,149,https://www.notino.cz/colgate/max-white-ultra-freshness-pearls-belici-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951505100_01-o__240229.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Oral B,Professional Sensitivity & Gum Calm Gentle Whitening,bělicí zubní pasta 75 ml,110,https://www.notino.cz/oral-b/professional-sensitivity-gum-calm-gentle-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//oral-b/8001841520285_01-o__220701.jpg,20,s kódem mix20,22.0,Czechia,czk,2024-05-23 17:54:03.358655
Chicco,Toothpaste 6-24 months,zubní pasta pro děti Apple-Banana 50 ml,89,https://www.notino.cz/chicco/toothpaste-6-24-months-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//chicco/8003670743637_01-o__220624.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Blend-a-med,Extra White & Fresh,osvěžující zubní pasta 75 ml,35,https://www.notino.cz/blend-a-med/extra-white-fresh-osvezujici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540391525_01-o__220816.jpg,20,s kódem mix20,7.0,Czechia,czk,2024-05-23 17:54:03.358655
Oral B,Gum & Enamel Repair Fresh White,zubní pasta pro svěží dech 75 ml,125,https://www.notino.cz/oral-b/gum-enamel-repair-extra-fresh-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//oral-b/8001090794413_01-o__240304.jpg,20,s kódem mix20,25.0,Czechia,czk,2024-05-23 17:54:03.358655
Brush Baby,Applemint,zubní pasta pro děti 0 – 36 měsíců 50 ml,88,https://www.notino.cz/brush-baby/applemint-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178100587_01-o__230613.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elmex,Sensitive Professional,zubní pasta pro citlivé zuby,175,https://www.notino.cz/elmex/sensitive-professional-zubni-pasta-pro-citlive-zuby-73517/,https://cdn.notinoimg.com/list_2k//elmex/7610108047536_01-o__140526.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Desensitizing Enamel-Repair Shock Treatment,sada (na zuby),212,https://www.notino.cz/biorepair/treatment-of-sensitive-teeth-kosmeticka-sada-i/,https://cdn.notinoimg.com/list_2k//biorepair/brpderw_kset10__150318.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
My White Secret,Toothpaste Coconut Whip,zubní pasta 60 g,199,https://www.notino.cz/my-white-secret/toothpaste-coconut-whip-zubni-pasta/,https://cdn.notinoimg.com/list_2k//my-white-secret/5060548390556_01-o__230913.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Eva,Clove,bělicí zubní pudr 3 v 1 30 g,95,https://www.notino.cz/eva/cloves-belici-zubni-pudr-3-v-1/,https://cdn.notinoimg.com/list_2k//eva/6223001385349_01-o__211115.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
BlanX,Intensive Stain Removal,bělicí zubní pasta 75 ml,103,https://www.notino.cz/blanx/intensive-stain-removal-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blanx/8006320054763_01-o__180221.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Total Junior,zubní pasta pro důkladné vyčištění zubů a ústní dutiny pro děti 50 ml,75,https://www.notino.cz/colgate/total-junior-zubni-pasta-pro-dukladne-vycisteni-zubu-a-ustni-dutiny-pro-deti/,https://cdn.notinoimg.com/list_2k//colgate/8718951433120_01-o__221125.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Pink Elephant,Girls,dárková sada Mouse Mia pro děti,150,https://www.notino.cz/pink-elephant/girls-darkova-sada-pro-deti-pink/,https://cdn.notinoimg.com/list_2k//pink_elephant/8588006040425_01__211015.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
BlanX,Black,bělicí zubní pasta s aktivním uhlím 75 ml,87,https://www.notino.cz/blanx/black-belici-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//blanx/8017331053386_01-o__210211.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Tołpa,Dentica Black White,bělicí zubní pasta s aktivním uhlím 75 ml,54,https://www.notino.cz/tolpa/dentica-black-white-belici-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//tolpa/5902719414213_01-o__210414.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Signal,White Now Detox Coconut,bělicí zubní pasta 75 ml,113,https://www.notino.cz/signal/white-now-detox-coconut-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/8710604754248_01-o__200217.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Curaprox,Aligner,vyživující ochranná pěna 40 ml,596,https://www.notino.cz/curaprox/aligner-vyzivujici-ochranna-pena/,https://cdn.notinoimg.com/list_2k//curaprox/7612412431353_01-o__240411.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
My White Secret,Toothpaste Smooth Mint,zubní pasta 60 g,199,https://www.notino.cz/my-white-secret/toothpaste-smooth-mint-zubni-pasta/,https://cdn.notinoimg.com/list_2k//my-white-secret/5060548390549_01-o__230913.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Pink Elephant,Boys,zubní pasta pro děti Beaver 50 ml,26,https://www.notino.cz/pink-elephant/boys-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//pink_elephant/8588006040906_01__230116.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Blend-a-med,3D White Arctic Fresh,bělicí zubní pasta 75 ml,32,https://www.notino.cz/blend-a-med/3d-white-arctic-fresh-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540793039_01-o__230221.jpg,20,s kódem mix20,6.4,Czechia,czk,2024-05-23 17:54:03.358655
Ziaja,Kids Cookies 'n' Vanilla Ice Cream,zubní pasta pro děti 50 ml,42,https://www.notino.cz/ziaja/kids-cookiesn-vanilla-ice-cream-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//ziaja/5901887028055_01-o__150622.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elmex,Caries Protection Complete Care,osvěžující zubní pasta pro kompletní ochranu zubů,155,https://www.notino.cz/elmex/caries-protection-complete-care-osvezujici-zubni-pasta-pro-kompletni-ochranu-zubu-6652865/,https://cdn.notinoimg.com/list_2k//elmex/8718951516014_02-o__220929.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Curaprox,Black is White,sada zubní péče,580,https://www.notino.cz/curaprox/black-is-white-kosmeticka-sada-i/,https://cdn.notinoimg.com/list_2k//curaprox/7612412423686_01-o__151208.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Parodontax,Gum And Sens Whitening,bělicí pasta na zuby,133,https://www.notino.cz/parodontax/gum-and-sens-whitening-belici-pasta-na-zuby-5023272/,https://cdn.notinoimg.com/list_2k//parodontax/5054563120434_01-o__220427.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Perl Weiss,White & Gloss,bělicí zubní pasta 50 ml,149,https://www.notino.cz/perl-weiss/white-gloss-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890009314_01__240111.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Be a Unicorn,Naturaverde Oral Care Set,dárková sada (pro děti),288,https://www.notino.cz/be-a-unicorn/naturaverde-oral-care-set-darkova-sadapro-deti/,https://cdn.notinoimg.com/list_2k//be_a_unicorn/8029241134130_01-o__230517.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Signal,Herbal Fresh,zubní pasta 75 ml,34,https://www.notino.cz/signal/herbal-fresh-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/sighrfu_ktps05__150511.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Chicco,Toothpaste 1-5 years,zubní pasta pro děti Strawberry 50 ml,99,https://www.notino.cz/chicco/toothpaste-1-5-years-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//chicco/8003670743651_01-o__231113.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elgydium,Anti-Plaque,zubní pasta pro důkladné vyčištění zubů 75 ml,190,https://www.notino.cz/elgydium/dental-plaque-zubni-pasta-pro-dukladne-vycisteni-zubu/,https://cdn.notinoimg.com/list_2k//elgydium/3577056018596_01-o__210804.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elmex,Anti-Caries Professional,zubní pasta chránící před zubním kazem,160,https://www.notino.cz/elmex/anti-caries-professional-zubni-pasta-chranici-pred-zubnim-kazem/,https://cdn.notinoimg.com/list_2k//elmex/8718951279551_01-o__220203.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Splat,Special Blackwood,bělicí zubní pasta příchuť Dark Mint 75 ml,218,https://www.notino.cz/splat/special-blackwood-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//splat/7640168930288_01-o__220908.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
NUK,Teeth,sada zubní péče(pro děti),162,https://www.notino.cz/nuk/teeth-sada-zubni-pecepro-deti/,https://cdn.notinoimg.com/list_2k//nuk/4008600215769_01__210818.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
White Glo,Professional Choice,sada zubní péče,143,https://www.notino.cz/white-glo/professional-choice-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000615_01-o__210524.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Kids 3+ Years,zubní pasta pro děti 3 – 6 let s fluoridem,45,https://www.notino.cz/colgate/kids-3-years-zubni-pasta-pro-deti-3-6-let-s-fluoridem/,https://cdn.notinoimg.com/list_2k//colgate/8718951321434_01-o__200212.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Signal,24 h Caries Protection,zubní pasta chránící před zubním kazem 75 ml,28,https://www.notino.cz/signal/24-h-caries-protection-zubni-pasta-chranici-pred-zubnim-kazem/,https://cdn.notinoimg.com/list_2k//signal/8710522427323_01-o__221114.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elmex,Sensitive Plus Complete Protection,posilující zubní pasta,144,https://www.notino.cz/elmex/sensitive-plus-complete-protection-posilujici-zubni-pasta-6058209/,https://cdn.notinoimg.com/list_2k//elmex/8718951501904_01-o__220627.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Signal,Natural Elements Integral 8 Camomile,zubní pasta 75 ml,62,https://www.notino.cz/signal/natural-elements-integral-8-camomile-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/8720181230585_01-o__220812.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Anti Caries Anti Carries,zubní pasta proti zubnímu kazu,102,https://www.notino.cz/sensodyne/anti-caries-zubni-pasta-proti-zubnimu-kazu/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563096029_01-o__221027.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max White Expert Original,bělicí zubní pasta,167,https://www.notino.cz/colgate/max-white-expert-white-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/7509546064857_01-o__221125.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max White One,bělicí zubní pasta,99,https://www.notino.cz/colgate/max-white-one-classic-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8714789881188_01-o__221128.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Advanced White Volcanic Ash and Baking Soda,přírodní zubní pasta 75,53,https://www.notino.cz/colgate/advanced-white-volcanic-ash-and-baking-soda-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951555488_01-o__230426.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Ecodenta,Gum Protection,zubní pasta s Tea Tree oil 75 ml,0,https://www.notino.cz/ecodenta/gum-protection-zubni-pasta-s-tea-tree-oil/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001005538_01-o__240313.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Chicco,Always Smiling 12m+,sada zubní péče Blue(pro děti),349,https://www.notino.cz/chicco/always-smiling-12m-sada-zubni-pece-bluepro-deti/,https://cdn.notinoimg.com/list_2k//chicco/8058664022663_01__220712.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Natural Extracts Aloe Vera,bylinná zubní pasta,68,https://www.notino.cz/colgate/natural-extracts-aloe-vera-bylinna-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/6920354835834_01-o__230630.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Truthpaste,Original,přírodní zubní pasta Peppermint & Wintergreen 100 ml,219,https://www.notino.cz/truthpaste/original-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080005_01-o__231127.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elgydium,Kids,zubní pasta pro děti,105,https://www.notino.cz/elgydium/kids-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//elgydium/3577056022012_01-o__230712.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Pure Beginnings,Organic Baby 0-3 years,zubní pasta pro miminka a děti Raspberry 75 ml,246,https://www.notino.cz/pure-beginnings/organic-baby-0-3-years-zubni-pasta-pro-miminka-a-deti/,https://cdn.notinoimg.com/list_2k//pure_beginnings/6009824780154_01-o__230216.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
HAAN,Toothpaste Life's a Beach,zubní pasta bez fluoridu plnitelná,163,https://www.notino.cz/haan/toothpaste-lifes-a-beach-zubni-pasta-bez-fluoridu-plnitelna/,https://cdn.notinoimg.com/list_2k//haan/5060917120081_01-o__220405.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
HAAN,Toothpaste Good On Ya,zubní pasta s fluoridem plnitelná,179,https://www.notino.cz/haan/toothpaste-good-on-ya-zubni-pasta-s-fluoridem-plnitelna/,https://cdn.notinoimg.com/list_2k//haan/5060669781066_01-o__230515.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Chicco,Travel Set,sada zubní péče,296,https://www.notino.cz/chicco/travel-set-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//chicco/8058664121229_01__231124.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
TePe,Daily,zubní pasta 75 ml,99,https://www.notino.cz/tepe/daily-zubni-pasta/,https://cdn.notinoimg.com/list_2k//tepe/7350121253391_01-o__240419.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Woobamboo,Eco Toothpaste,zubní pasta pro děti 75 ml,118,https://www.notino.cz/woobamboo/eco-toothpaste-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//woobamboo/860002270500_01-o__220727.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Chicco,Oral Care Toothpaste,zubní pasta pro děti příchuť Strawberry 12 m+ 50 ml,93,https://www.notino.cz/chicco/oral-care-zubni-pasta-pro-deti-12-m/,https://cdn.notinoimg.com/list_2k//chicco/cicorad_ktps10_01__150803.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Chicco,Oral Care Toothpaste,zubní pasta pro děti příchuť Apple & Banana 6 m+ 50 ml,93,https://www.notino.cz/chicco/oral-care-zubni-pasta-pro-deti-6-m/,https://cdn.notinoimg.com/list_2k//chicco/8003670918707_01-o__231128.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Denttabs,Natural Toothpaste Tablets with Fluoride,zubní pasta s fluoridem v tabletách Mint 125 tbl,149,https://www.notino.cz/denttabs/natural-toothpaste-tablets-with-fluoride-zubni-pasta-s-fluoridem-v-tabletach/,https://cdn.notinoimg.com/list_2k//denttabs/4260066813006_01-o__231115.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Naturaverde,Dentifricio,bělicí zubní pasta 75 ml,96,https://www.notino.cz/naturaverde/dentifricio-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//naturaverde/8029241123820_01-o__240125.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Corsair,Baby Shark,zubní pasta pro děti 75 ml,52,https://www.notino.cz/corsair/baby-shark-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//corsair/5013692251235_01__231002.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Naturaverde,Bava Di Lumaca,zubní pasta pro citlivé zuby 75 ml,63,https://www.notino.cz/naturaverde/bava-di-lumaca-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//naturaverde/8029241123813_01-o__240130.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Truthpaste,Kids Mild Mint,přírodní zubní pasta pro děti máta 100 ml,197,https://www.notino.cz/truthpaste/kids-mild-mint-prirodni-zubni-pasta-pro-deti-mata/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080067_01-o__231127.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
HAAN,Toothpaste Apple a Day,zubní pasta bez fluoridu plnitelná,163,https://www.notino.cz/haan/toothpaste-apple-a-day-zubni-pasta-bez-fluoridu-plnitelna/,https://cdn.notinoimg.com/list_2k//haan/5060917120067_01-o__220405.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Brush Baby,Teething,zubní pasta pro děti 50 ml,115,https://www.notino.cz/brush-baby/teething-zubni-pasta/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178100679_01-o__240326.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Beverly Hills Formula,Perfect White Sensitive,bělicí zubní pasta 100 ml,140,https://www.notino.cz/beverly-hills-formula/perfect-white-sensitive-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/5020105004340_01-o__240423.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Beverly Hills Formula,Glitter Gold&Black,bělicí zubní pasta vegan 100 ml,157,https://www.notino.cz/beverly-hills-formula/glitter-goldblack-belici-zubni-pasta-vegan/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/5020105004326_01-o__240423.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Weleda,Dental Care,zubní pasta měsíček 75 ml,122,https://www.notino.cz/weleda/dental-care-zubni-pasta-mesicek/,https://cdn.notinoimg.com/list_2k//weleda/4001638098014_01-o__211012.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
WOOM,Kids Peach,dětská zubní pasta 50 ml,101,https://www.notino.cz/woom/kids-peach-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/4751033920105_01-o__220629.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Curasept,ADS Soothing,zklidňující zubní pasta s gelovou texturou 75 ml,164,https://www.notino.cz/curasept/ads-soothing-zklidnujici-zubni-pasta-s-gelovou-texturou/,https://cdn.notinoimg.com/list_2k//curasept/8056746070236_01-o__220203.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Beverly Hills Formula,Perfect White Gold,bělicí zubní pasta s částečkami zlata příchuť Double Mint 100 ml,151,https://www.notino.cz/beverly-hills-formula/perfect-white-gold-belici-zubni-pasta-s-casteckami-zlata/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/bevpwgw_ktps10_01__160503.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
EP Line,AC Milan Oral Hygiene Gift Set,dárková sada (pro děti),276,https://www.notino.cz/ep-line/ac-milan-oral-hygiene-gift-set-darkova-sadapro-deti/,https://cdn.notinoimg.com/list_2k//ep-line/8029241131962_01__231120.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max Fresh Cooling Crystals,zubní pasta 125 ml,91,https://www.notino.cz/colgate/max-fresh-cooling-crystals-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951313675_01-o__240312.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
BEN&ANNA,Toothpaste Wild Berry,přírodní zubní pasta 75 ml,99,https://www.notino.cz/benanna/toothpaste-wild-berry-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//benanna/4260491223036_01-o__230331.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max White Charcoal,bělicí zubní pasta,99,https://www.notino.cz/colgate/max-white-charcoal-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8590232000722_01-o__221128.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Herbal Fresh Trio,zubní pasta s fluoridem 3x75 ml,301,https://www.notino.cz/sensodyne/herbal-fresh-trio-zubni-pasta-s-fluoridem-3-ks/,https://cdn.notinoimg.com/list_2k//sensodyne/2000028905279_01-o__221004.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Nourish Healthy White,bioaktivní zubní pasta s fluoridem,112,https://www.notino.cz/sensodyne/nourish-healthy-white-bioaktivni-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563120175_01-o__220601.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max White Purple Reveal,osvěžující zubní pasta,91,https://www.notino.cz/colgate/max-white-purple-reveal-osvezujici-zubni-pasta-6843139/,https://cdn.notinoimg.com/list_2k//colgate/8718951540033_01-o__230130.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Oral B,Pro Expert Advanced,zubní pasta proti zubnímu kazu 75 ml,151,https://www.notino.cz/oral-b/pro-expert-advanced-zubni-pasta-proti-zubnimu-kazu/,https://cdn.notinoimg.com/list_2k//oral-b/8700216106702_01-o__230904.jpg,20,s kódem mix20,30.2,Czechia,czk,2024-05-23 17:54:03.358655
Naturaverde,Dentifricio,osvěžující zubní pasta 75 ml,62,https://www.notino.cz/naturaverde/dentifricio-osvezujici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//naturaverde/8029241122533_01-o__240130.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
TePe,Pure,zubní pasta máta 75 ml,138,https://www.notino.cz/tepe/pure-zubni-pasta-mata/,https://cdn.notinoimg.com/list_2k//tepe/7350121253933_01-o__240419.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max White Luminous,zubní pasta pro zářivě bílé zuby,106,https://www.notino.cz/colgate/max-white-luminous-zubni-pasta-pro-zarive-bile-zuby/,https://cdn.notinoimg.com/list_2k//colgate/8714789867274_01-o__221128.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
BEN&ANNA,Toothpaste Cinnamon Orange,přírodní zubní pasta 75 ml,99,https://www.notino.cz/benanna/toothpaste-cinnamon-orange-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//benanna/4260491223067_01-o__230331.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Dr. Mayer,GTS2066+WT3500 Exclusive Set,sada (elektrický zubní kartáček a ústní sprcha),,https://www.notino.cz/dr-mayer/bundle-darkova-sada/,https://cdn.notinoimg.com/list_2k//dr_mayer/8591205717791_01__211124.jpg,0,,,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Cavity Protection Fresh Mint,zubní pasta s fluoridem 75 ml,44,https://www.notino.cz/colgate/cavity-protection-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//colgate/6920354836176_01-o__230811.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
