Brand,Name,Description,Price,Product URL,Image,Discount Percentage,Discount Description,Discount Amount,Country,Currency,Scraped at
Colgate,Max White White Crystals,bělicí zubní pasta 75 ml,53,https://www.notino.cz/colgate/max-white-white-crystals-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951313835_01-o__240229.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Propolis Healthy Gums,zubní pasta pro citlivé zuby,41,https://www.notino.cz/colgate/propolis-healthy-gums-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//colgate/6920354836039_01-o__230510.jpg,20,s kódem beeweek,8.2,Czechia,czk,2024-05-23 17:54:03.358655
Marvis,Black Forest,zubní pasta příchuť Cherry-Chocolate-Mint 75 ml,183,https://www.notino.cz/marvis/marvis-black-forest-zubni-pasta/,https://cdn.notinoimg.com/list_2k//marvis/8004395111633_01-o__190911.jpg,15,na Marvis při nákupu 2 ks,27.45,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Repair & Protect Whitening,bělicí zubní pasta pro citlivé zuby,150,https://www.notino.cz/sensodyne/repair-protect-whitening-belici-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563103680_01-o__210908.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Pro White,pasta pro přirozeně bílé zuby 75 ml,119,https://www.notino.cz/biorepair/whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//biorepair/brpwhiw_ktps45__130828.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elmex,Sensitive Professional Gentle Whitening,bělicí pasta pro citlivé zuby,162,https://www.notino.cz/elmex/sensitive-professional-gentle-whitening-belici-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//elmex/8718951070905_11-o__160804.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
BEN&ANNA,Natural Toothpaste Black,zubní pasta ve skleněné dóze s aktivním uhlím 100 ml,146,https://www.notino.cz/benanna/natural-toothpaste-black-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//benanna/4260491220509_01-o__221101.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Parodontax,Herbal Fresh,zubní pasta proti krvácení dásní,102,https://www.notino.cz/parodontax/herbal-fresh-zubni-pasta-proti-krvaceni-dasni-764934/,https://cdn.notinoimg.com/list_2k//parodontax/5054563066138_01-o__200109.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Toothy®,Launcher Set,sada pro bělení zubů,,https://www.notino.cz/toothy/launcher-set-sada-pro-beleni-zubu/,https://cdn.notinoimg.com/list_2k//toothy/726667490779_01-o__210528.jpg,0,,,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Advanced Active Shield,pasta proti zubnímu plaku a pro zdravé dásně 75 ml,107,https://www.notino.cz/biorepair/advanced-active-shield-zubni-pasta/,https://cdn.notinoimg.com/list_2k//biorepair/8017331064078_01-o__210205.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Pronamel Daily Protection,pasta posilující zubní sklovinu pro každodenní použití Mint 75 ml,107,https://www.notino.cz/sensodyne/pro-namel-zubni-pasta-chranici-zubni-sklovinu/,https://cdn.notinoimg.com/list_2k//sensodyne/5999518572138_01-o__221027.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Fluoride,zubní pasta pro citlivé zuby,116,https://www.notino.cz/sensodyne/fluoride-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//sensodyne/4047400470350_01-o__140401.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Marvis,The Mints Cinnamon,zubní pasta,93,https://www.notino.cz/marvis/cinnamon-mint-zubni-pasta/,https://cdn.notinoimg.com/list_2k//marvis/8004395110414_01-o__150112.jpg,15,na Marvis při nákupu 2 ks,13.95,Czechia,czk,2024-05-23 17:54:03.358655
Blend-a-med,3D White,zubní pasta s bělicím účinkem 75 ml,38,https://www.notino.cz/blend-a-med/3d-white-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//blend-a-med/ble3dww_ktps05_01__170130.jpg,20,s kódem mix20,7.6,Czechia,czk,2024-05-23 17:54:03.358655
Signal,White Now Men Super Pure,zubní pasta pro muže s bělicím účinkem 75 ml,102,https://www.notino.cz/signal/white-now-men-super-pure-zubni-pasta-pro-muze-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//signal/8710908135835_01-o__230216.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Curaprox,Be You Express Yourself,sada zubní péče,376,https://www.notino.cz/curaprox/be-you-express-yourself-kosmeticka-sada-i/,https://cdn.notinoimg.com/list_2k//curaprox/7612412425673_02-o__180918.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Blend-a-med,Complete Protect 7 Original,zubní pasta pro kompletní ochranu zubů 75 ml,32,https://www.notino.cz/blend-a-med/complete-protect-7-original-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540391488_01-o__220816.jpg,20,s kódem mix20,6.4,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Plus Parodontgel,zklidňující zubní pasta podporující regeneraci podrážděných dásní 75 ml,105,https://www.notino.cz/biorepair/plus-parodontal-pasta-posilujici-zubni-sklovinu-proti-parodontoze/,https://cdn.notinoimg.com/list_2k//biorepair/brpprgw_ktps15_01__170410.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elmex,Opti-namel Seal & Strengthen,zubní pasta chránící zubní sklovinu,167,https://www.notino.cz/elmex/opti-namel-seal-strengthen-zubni-pasta-chranici-zubni-sklovinu/,https://cdn.notinoimg.com/list_2k//elmex/7610108054824_01-o__230215.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Plus Sensitive Teeth,bioaktivní pasta pro snížení citlivosti zubů a obnovení zubní skloviny 75 ml,127,https://www.notino.cz/biorepair/plus-sensitive-pasta-obnovujici-zubni-sklovinu-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//biorepair/brpdsbw_ktps10_01__170410.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Eva,Menthol,bělicí zubní pudr 3 v 1 mentol 30 g,99,https://www.notino.cz/eva/menthol-belici-zubni-pudr-3-v-1/,https://cdn.notinoimg.com/list_2k//eva/6223001385356_01-o__211115.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
BlanX,Whitening,zubní pasta pro šetrné bělení a ochranu zubní skloviny 75 ml,99,https://www.notino.cz/blanx/whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blanx/8017331051474_01-o__210205.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Ecodenta,Expert Black Orange Whitening,černá bělicí zubní pasta bez fluoridu příchuť Orange 100 ml,98,https://www.notino.cz/ecodenta/expert-black-orange-whitening-cerna-belici-zubni-pasta-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001003367_01-o__210105.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Pink Elephant,Girls,zubní pasta pro děti 50 ml,29,https://www.notino.cz/pink-elephant/girls-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//pink_elephant/8588006040913_01__230116.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Lavera,Complete Care,mátová zubní pasta 75 ml,119,https://www.notino.cz/lavera/complete-care-matova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//lavera/4021457629183_01-o__210325.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Signal,White Now Gold,zubní pasta 75 ml,120,https://www.notino.cz/signal/white-now-gold-zubni-pasta/,https://cdn.notinoimg.com/list_2k//signal/8720181327155_01-o__230411.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Elmex,Caries Protection Whitening,bělicí zubní pasta s fluoridem 75 ml,107,https://www.notino.cz/elmex/caries-protection-whitening-belici-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//elmex/8718951240858_11-o__190416.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Weleda,Dental Care,zubní pasta s mořskou solí 75 ml,127,https://www.notino.cz/weleda/dental-care-zubni-pasta-s-morskou-soli/,https://cdn.notinoimg.com/list_2k//weleda/4001638098090_01-o__230809.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Pronamel Whitening,bělicí zubní pasta pro citlivé zuby,102,https://www.notino.cz/sensodyne/pronamel-whitening-belici-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//sensodyne/5999518582021_01-o__230315.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
MEDIBLANC,Dental Care White Time Set,sada zubní péče (pro zářivě bílé zuby),535,https://www.notino.cz/mediblanc/dental-care-white-time-set-sada-zubni-pecepro-zarive-bile-zuby/,https://cdn.notinoimg.com/list_2k//mediblanc/3760275382894_01__221220.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Swissdent,Extreme Promo Kit,sada zubní péče (pro šetrné bělení a ochranu zubní skloviny),599,https://www.notino.cz/swissdent/extreme-promo-kit-kosmeticka-sada-v/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190150_01-o__200123.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Plus Total Protection,pasta posilující zubní sklovinu 75 ml,106,https://www.notino.cz/biorepair/plus-protect-pasta-posilujici-zubni-sklovinu/,https://cdn.notinoimg.com/list_2k//biorepair/brpprow_ktps45_01__170616.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Ecodenta,Green Wild Strawberry Flavoured,zubní pasta pro děti bez fluoridu 75 ml,84,https://www.notino.cz/ecodenta/green-wild-strawberry-flavoured-zubni-pasta-pro-deti-s-vuni-lesnich-jahod-a-extraktem-z-mrkve/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001331743_01-o__160825.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max White Ultra Multi Protect,bělicí zubní pasta 50 ml,190,https://www.notino.cz/colgate/max-white-ultra-multi-protect-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951563544_01-o__230630.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Marvis,The Mints Classic Strong,zubní pasta,104,https://www.notino.cz/marvis/classic-strong-mint-zubni-pasta/,https://cdn.notinoimg.com/list_2k//marvis/8004395110063_01-o__141111.jpg,15,na Marvis při nákupu 2 ks,15.6,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Gum Protection Toothpaste,zklidňující zubní pasta podporující regeneraci podrážděných dásní 75 ml,105,https://www.notino.cz/biorepair/oral-care-gum-protection-zubni-pasta-pro-ochranu-dasni/,https://cdn.notinoimg.com/list_2k//biorepair/8017331054192_01-o__210825.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Signal,White Now Detox Charcoal,bělicí zubní pasta s aktivním uhlím 75 ml,105,https://www.notino.cz/signal/white-now-detox-charcoal-belici-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//signal/8710604754200_01-o__200217.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Curaprox,Enzycal 950,zubní pasta 950 ppm 75 ml,142,https://www.notino.cz/curaprox/enzycal-950-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curaprox/7612412422436_01-o__150224.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Ecodenta,Green Brilliant Whitening,bělicí zubní pasta s fluoridem pro svěží dech Mint Oil + Sage Extract 100 ml,81,https://www.notino.cz/ecodenta/green-brilliant-whitening-belici-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001333808_01-o__170112.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Splat,Professional Ultracomplex,bioaktivní zubní pasta pro komplexní péči a bělení citlivých zubů 100 ml,123,https://www.notino.cz/splat/professional-ultracomplex-bioaktivni-zubni-pasta-pro-komplexni-peci-a-beleni-citlivych-zubu/,https://cdn.notinoimg.com/list_2k//splat/7640168930172_01-o__220909.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Swissdent,Crystal Combo Pack,sada zubní péče,366,https://www.notino.cz/swissdent/crystal-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//swissdent/7640126890050_01-o__220829.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Perl Weiss,Expert,bělicí zubní pasta 50 ml,129,https://www.notino.cz/perl-weiss/expert-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890009437_01__240111.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Swissdent,Emergency Kit Red,sada zubní péče (pro šetrné bělení a ochranu zubní skloviny),445,https://www.notino.cz/swissdent/emergency-kit-red-kosmeticka-sada-i/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190181_01-o__121112.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
White Glo,Advantage Cavity Protection,bělicí zubní pasta 140 g,87,https://www.notino.cz/white-glo/advantage-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001117_01-o__210524.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Parodontax,Gum And Sens Original,pasta pro kompletní ochranu zubů a svěží dech,113,https://www.notino.cz/parodontax/gum-and-sens-original-pasta-pro-kompletni-ochranu-zubu-a-svezi-dech-5023273/,https://cdn.notinoimg.com/list_2k//parodontax/5054563120410_01-o__220427.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Ecodenta,Organic Kids Certified Organic Juicy Fruit,dětská zubní pasta 75 ml,88,https://www.notino.cz/ecodenta/organic-kids-certified-organic-juicy-fruit-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001001400_01-o__211110.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Parodontax,Extra Fresh,zubní pasta proti krvácení dásní,103,https://www.notino.cz/parodontax/extra-fresh-zubni-pasta-proti-krvaceni-dasni-80292/,https://cdn.notinoimg.com/list_2k//parodontax/3830029294626_01__140428.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Parodontax,Complete Protection Whitening,bělicí zubní pasta s fluoridem,136,https://www.notino.cz/parodontax/complete-protection-whitening-belici-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//parodontax/5054563039095_01-o__180504.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Barbie,Oral Care Set,sada zubní péče (pro děti),105,https://www.notino.cz/barbie/oral-care-set-sada-zubni-pecepro-deti/,https://cdn.notinoimg.com/list_2k//barbie/8029241131450_01__220627.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Ecodenta,Sensitive CBD,bioaktivní zubní pasta s CBD 75 ml,91,https://www.notino.cz/ecodenta/sensitive-cbd-bioaktivni-zubni-pasta-s-cbd/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001005811_01-o__230105.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Blend-a-med,Protect 7 Crystal White,zubní pasta pro kompletní ochranu zubů 75 ml,36,https://www.notino.cz/blend-a-med/protect-7-crystal-white-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540390917_01-o__220816.jpg,20,s kódem mix20,7.2,Czechia,czk,2024-05-23 17:54:03.358655
Soaphoria,Royal Tooth Serum,sérum pro šetrné bělení a ochranu zubní skloviny 50 ml,227,https://www.notino.cz/soaphoria/royal-tooth-serum-dentalni-serum-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//soaphoria/8586017854178_01-o__240415.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Blend-a-med,3D White Luxe Perfection,bělicí pasta proti skvrnám na zubní sklovině 75 ml,90,https://www.notino.cz/blend-a-med/3d-white-luxe-perfection-belici-pasta-proti-skvrnam-na-zubni-sklovine/,https://cdn.notinoimg.com/list_2k//blend-a-med/4084500743847_01-o__240426.jpg,20,s kódem mix20,18.0,Czechia,czk,2024-05-23 17:54:03.358655
White Pearl,System PAP Whitening,stomatologický bělicí gel 2x40 ml,,https://www.notino.cz/white-pearl/system-pap-whitening-belici-gel/,https://cdn.notinoimg.com/list_2k//white-pearl/8594069333213_01-o__221116.jpg,0,,,Czechia,czk,2024-05-23 17:54:03.358655
Masha & The Bear,Kids,zubní pasta pro děti s jahodovou příchutí 75 ml,46,https://www.notino.cz/masha-the-bear/kids-zubni-pasta-pro-deti-s-jahodovou-prichuti/,https://cdn.notinoimg.com/list_2k//masha_the_bear/8029241134000_01__220428.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
BEN&ANNA,Natural Toothpaste Sensitive,zubní pasta ve skleněné dóze pro citlivé zuby 100 ml,146,https://www.notino.cz/benanna/natural-toothpaste-sensitive-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//benanna/4260491220523_01-o__221101.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Swissdent,Crystal Travel Tube,remineralizační zubní pasta s bělicím účinkem 10 ml,86,https://www.notino.cz/swissdent/crystal-travel-tube-remineralizacni-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//swissdent/7640126190716_01-o__221027.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Complete Protection Whitening,bělicí zubní pasta,135,https://www.notino.cz/sensodyne/complete-protection-whitening-belici-zubni-pasta-5023271/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563119698_01-o__220920.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Naturals Mix,přírodní zubní pasta 3x75 ml,222,https://www.notino.cz/colgate/naturals-mix-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8590232001217_01-o__230814.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Natural Extracts Ultimate Fresh,zubní pasta,77,https://www.notino.cz/colgate/natural-extract-ultimate-fresh-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951131644_01-o__221128.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Max Clean Mineral Scrub,gelová zubní pasta pro svěží dech Tingling Mint 75 ml,65,https://www.notino.cz/colgate/max-clean-mineral-scrub-gelova-zubni-pasta-pro-svezi-dech/,https://cdn.notinoimg.com/list_2k//colgate/8718951327085_01-o__200602.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Splat,Biomed Gum Health,přírodní zubní pasta 100 g,109,https://www.notino.cz/splat/biomed-gum-health-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//splat/2800015078395_01-o__220908.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Oral B,Pro Expert Professional Protection,zubní pasta pro ochranu dásní 75 ml,132,https://www.notino.cz/oral-b/pro-expert-professional-protection-zubni-pasta-pro-ochranu-dasni/,https://cdn.notinoimg.com/list_2k//oral-b/8700216106863_01-o__230904.jpg,20,s kódem mix20,26.4,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Rapid Whitening,bělicí zubní pasta pro citlivé zuby,122,https://www.notino.cz/sensodyne/rapid-whitening-belici-zubni-pasta-pro-citlive-zuby-755952/,https://cdn.notinoimg.com/list_2k//sensodyne/8596149002408_01-o__210908.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
beBIO,Ewa Chodakowska Sensitive Papaya & Mint,přírodní pasta pro citlivé zuby 100 ml,99,https://www.notino.cz/bebio/ewa-chodakowska-sensitive-papaya-prirodni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//bebio/5908233661348_01-o__220824.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Repair & Protect Extra Fresh,zubní pasta pro ochranu zubů a dásní,135,https://www.notino.cz/sensodyne/repair-protect-extra-fresh-zubni-pasta-pro-ochranu-zubu-a-dasni/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563103482_01-o__210908.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Parodontax,Whitening,bělicí zubní pasta proti krvácení dásní,115,https://www.notino.cz/parodontax/whitening-belici-zubni-pasta-proti-krvaceni-dasni-80256/,https://cdn.notinoimg.com/list_2k//parodontax/5999518582175_01-o__140428.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
WOOM,Total+ Toothpaste,posilující zubní pasta 75 ml,140,https://www.notino.cz/woom/total-toothpaste-posilujici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/8420075180308_01-o__220629.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Plus Pro White,zubní pasta pro zářivý úsměv 75 ml,139,https://www.notino.cz/biorepair/plus-pro-white-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//biorepair/8017331055380_01-o__210301.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Swissdent,Gentle Combo Pack,sada pro dokonale čisté zuby Mint,251,https://www.notino.cz/swissdent/gentle-combo-pack-sada-pro-dokonale-ciste-zuby-mint/,https://cdn.notinoimg.com/list_2k//swissdent/7640126890043_01-o__220829.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Meridol,Complete Care,zubní pasta pro citlivé zuby,143,https://www.notino.cz/meridol/complete-care-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//meridol/8718951478527_01-o__230807.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Biorepair,Peribioma Pro,zubní pasta pro zdravé dásně a komplexní péči o chrup 75 ml,133,https://www.notino.cz/biorepair/peribioma-pro-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//biorepair/8017331064115_01-o__220530.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
White Pearl,PAP Carbon Whitening,bělicí zubní pasta 75 ml,190,https://www.notino.cz/white-pearl/pap-carbon-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//white-pearl/8594069333275_01-o__230725.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Advanced Clean,zubní pasta s fluoridem pro kompletní ochranu zubů 75 ml,111,https://www.notino.cz/sensodyne/advanced-clean-zubni-pasta-s-fluoridem-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563014757_01-o__170106.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Nickelodeon,Paw Patrol Travel Kit,sada zubní péče pro děti 3y+ Soft 1 ks,99,https://www.notino.cz/nickelodeon/paw-patrol-travel-kit-sada-zubni-pece-pro-deti/,https://cdn.notinoimg.com/list_2k//nickelodeon/8032979439019_01-o__221206.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
White Pearl,PAP Coconut Whitening,bělicí zubní pasta 75 ml,195,https://www.notino.cz/white-pearl/pap-coconut-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//white-pearl/8594069333299_01-o__230725.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Natura Siberica,Little Siberica BIO,přírodní zubní pasta pro děti s malinovou příchutí 60 g,91,https://www.notino.cz/natura-siberica/little-siberica-bio-prirodni-zubni-pasta-pro-deti-s-malinovou-prichuti/,https://cdn.notinoimg.com/list_2k//natura-siberica/4743318147857_01-o__210401.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Meridol,Parodont Expert,zubní pasta proti krvácení dásní a parodontóze,414,https://www.notino.cz/meridol/parodont-expert-zubni-pasta-proti-krvaceni-dasni-a-parodontoze-297934/,https://cdn.notinoimg.com/list_2k//meridol/8590232000494_01-o__230807.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Marvis,The Mints Amarelli Licorice,zubní pasta,106,https://www.notino.cz/marvis/amarelli-licorice-zubni-pasta/,https://cdn.notinoimg.com/list_2k//marvis/8004395111749_01-o__171120.jpg,15,na Marvis při nákupu 2 ks,15.9,Czechia,czk,2024-05-23 17:54:03.358655
Marvis,The Mints Ginger,zubní pasta,93,https://www.notino.cz/marvis/ginger-mint-zubni-pasta/,https://cdn.notinoimg.com/list_2k//marvis/8004395110285_01-o__141111.jpg,15,na Marvis při nákupu 2 ks,13.95,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Advanced White,bělicí pasta proti skvrnám na zubní sklovině,55,https://www.notino.cz/colgate/advanced-white-belici-pasta-proti-skvrnam-na-zubni-sklovine/,https://cdn.notinoimg.com/list_2k//colgate/8718951312173_01-o__240229.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Oral B,Professional Enamel Regeneration,bělicí zubní pasta 75 ml,91,https://www.notino.cz/oral-b/professional-regenerate-enamel-gentle-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//oral-b/8001090247582_01-o__220817.jpg,20,s kódem mix20,18.2,Czechia,czk,2024-05-23 17:54:03.358655
Cannaderm,Cannadent Zásaditá zubní pasta,bylinná zubní pasta s konopným olejem 75 g,223,https://www.notino.cz/cannaderm/cannadent-zasadita-zubni-pasta/,https://cdn.notinoimg.com/list_2k//cannaderm/cndcanw_ktps10_01__150325.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Signal,White Now,zubní pasta s bělicím účinkem 75 ml,98,https://www.notino.cz/signal/white-now-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//signal/8717644461068_01-o__230106.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Sensodyne,Sensitivity & Gum Whitening,bělicí zubní pasta pro ochranu zubů a dásní,109,https://www.notino.cz/sensodyne/sensitivity-gum-whitening-belici-zubni-pasta-pro-ochranu-zubu-a-dasni-577855/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563050816_01-o__210908.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
White Glo,Glo Express White,bělicí zubní pasta 115 g,122,https://www.notino.cz/white-glo/charcoal/,https://cdn.notinoimg.com/list_2k//white-glo/9319871002770_01-o__231109.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Venira,Bělící zubní gel,bělicí gel Mint 50 ml,399,https://www.notino.cz/venira/belici-zubni-gel-mata-belici-gel/,https://cdn.notinoimg.com/list_2k//venira/8594198177122_01-o__230329.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Ecodenta,Super +,přírodní zubní pasta pro děti příchuť Raspberry 75 ml,54,https://www.notino.cz/ecodenta/super-prirodni-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001334591_01__220606.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
Colgate,Total Whitening,bělicí zubní pasta,70,https://www.notino.cz/colgate/total-whitening-belici-zubni-pasta-584257/,https://cdn.notinoimg.com/list_2k//colgate/8718951226807_01-o__221125.jpg,0,,0.0,Czechia,czk,2024-05-23 17:54:03.358655
